scenario_id,outer_id,repeat,fold,candidate_rank,mean_test_r2,std_test_r2,mean_train_r2,std_train_r2,elapsed_grid_seconds_for_outer_fold,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators
A_BMP_VS_all_features,1,1,1,44,0.3310044711397472,0.13418219607605814,0.7152594820597044,0.014823259412754822,38.956488847732544,5.0,0.7,4,2,50
A_BMP_VS_all_features,1,1,1,93,0.3211041643329528,0.1343208989893519,0.7115657407247976,0.017197897586163823,38.956488847732544,5.0,0.7,4,2,100
A_BMP_VS_all_features,1,1,1,74,0.3245882696734649,0.12041142672783248,0.7107096617740107,0.01417111633326387,38.956488847732544,5.0,0.7,4,2,150
A_BMP_VS_all_features,1,1,1,44,0.3310044711397472,0.13418219607605814,0.7152594820597044,0.014823259412754822,38.956488847732544,5.0,0.7,4,5,50
A_BMP_VS_all_features,1,1,1,93,0.3211041643329528,0.1343208989893519,0.7115657407247976,0.017197897586163823,38.956488847732544,5.0,0.7,4,5,100
A_BMP_VS_all_features,1,1,1,74,0.3245882696734649,0.12041142672783248,0.7107096617740107,0.01417111633326387,38.956488847732544,5.0,0.7,4,5,150
A_BMP_VS_all_features,1,1,1,124,0.3136197004738458,0.14593864437847304,0.6910892737040522,0.016339993354434482,38.956488847732544,5.0,0.7,4,10,50
A_BMP_VS_all_features,1,1,1,81,0.3226858575284536,0.14055536595705817,0.688184475225394,0.018266265381925325,38.956488847732544,5.0,0.7,4,10,100
A_BMP_VS_all_features,1,1,1,72,0.32485157600623954,0.12822802138953873,0.6865281733701594,0.015903524235673958,38.956488847732544,5.0,0.7,4,10,150
A_BMP_VS_all_features,1,1,1,18,0.3435876299205497,0.13096092802069034,0.8913624954564847,0.0074500803527847385,38.956488847732544,7.0,sqrt,1,2,50
A_BMP_VS_all_features,1,1,1,14,0.3485063733132993,0.12673595077922675,0.893571317211894,0.008428516313545248,38.956488847732544,7.0,sqrt,1,2,100
A_BMP_VS_all_features,1,1,1,15,0.3476708898521249,0.14191893856780916,0.895267870157392,0.006775837206089476,38.956488847732544,7.0,sqrt,1,2,150
A_BMP_VS_all_features,1,1,1,147,0.3101265244246438,0.18760383159755922,0.8420857728548572,0.008406094981107117,38.956488847732544,7.0,sqrt,1,5,50
